VARIABLES = "t_hat"
  "Max_u"
  "Max_p"
  "Max_Mach"
  "Max_omega_z"
  "Min_omega_z"
  "Max_nu_t"
  "delta_omega_0"
  "delta_theta_0"
  "Min_p"
  "Max_dudy"
  "Max_uv"
  "Max_TKE"
  "Int_TKE"
  "Int_Pk"
  "Int_duidxjtauij"
  "Int_dTKEdt"
  "Min_Q"
  "Max_Q"
  "Int_rhoE"
  "Int_KE1"
ZONE T="Vortex_DNS_Statistics_OpenSBLI"
I=301
5.1399999999999997e+00 6.8492303699556256e-01 1.0048883327113545e+00 1.3717978702118350e-01 2.2743084931135886e+01 -5.1272399636855714e-01 6.1623527284946425e-03 1.8046148635167359e+01 2.4253222344173206e+01 9.6530932397620073e-01 1.2699700697045916e+01 -1.6687317238919891e-02 4.5616660298935588e-02 4.1823989283992433e-03 3.5035498789061081e-01 1.0025984296518183e-01 2.4784655388430435e-01 -3.0293282306504228e+01 1.6517282879773057e+02 1.5652764499401405e+02 4.2529558920544291e-01
5.1600000000000001e+00 6.8451942356078022e-01 1.0051648010777094e+00 1.3720471310306817e-01 2.2697964936414905e+01 -5.1881552564376787e-01 5.8415995605784624e-03 1.8116686573784186e+01 2.4357471163191470e+01 9.6605405272578160e-01 1.2544383371970747e+01 -1.6872603433884626e-02 4.6051955097830520e-02 4.2324030179177454e-03 3.5711932459218110e-01 1.0094266079406343e-01 2.5261409648728556e-01 -3.1507889012800810e+01 1.7336964314454508e+02 1.5652764954189416e+02 4.2527425689317228e-01
5.1799999999999997e+00 6.8314277623145025e-01 1.0062917393596444e+00 1.3660510922887117e-01 2.2569135213649041e+01 -5.8669292864729450e-01 5.3848944338382313e-03 1.8221371989991155e+01 2.4460359272656827e+01 9.6558055246868613e-01 1.2489123794817925e+01 -1.7231073555924029e-02 4.6744428523146517e-02 4.2834100458267665e-03 3.5972625254106472e-01 1.0163625938738051e-01 2.5662175644195973e-01 -3.1198301533621823e+01 1.6780726384389041e+02 1.5652762704584921e+02 4.2524414126556648e-01
5.2000000000000002e+00 6.8370169441631590e-01 1.0059534609643503e+00 1.3678488782757475e-01 2.2357793438583670e+01 -5.7354531161970501e-01 5.4066798517978260e-03 1.8342833109484609e+01 2.4559496321771135e+01 9.6536676754184303e-01 1.2296761960512770e+01 -1.7265776209136385e-02 4.7142070989951344e-02 4.3350330450764247e-03 3.6174254587858390e-01 1.0233253971054897e-01 2.6026092183708616e-01 -3.0967657144950699e+01 1.6229937942141848e+02 1.5652762923435478e+02 4.2520805949855217e-01
5.2200000000000006e+00 6.8488511616137759e-01 1.0056137973308514e+00 1.3702791413642437e-01 2.2064084818852880e+01 -5.4093131888800805e-01 5.5992131270175697e-03 1.8443458463882042e+01 2.4652622511473652e+01 9.6546090493905834e-01 1.2141061101027969e+01 -1.7129348337648218e-02 4.7100127592489396e-02 4.3875469302079645e-03 3.6850024301981793e-01 1.0303697052606919e-01 2.6475434999413616e-01 -3.2138966239131051e+01 1.6523741065309426e+02 1.5652763862261520e+02 4.2516886862321501e-01
5.2400000000000002e+00 6.8176662561552115e-01 1.0063880892691566e+00 1.3632435914649096e-01 2.1922737232602795e+01 -5.6542367931506965e-01 6.1638540382292998e-03 1.8579202784699742e+01 2.4743317474428423e+01 9.6442314273297369e-01 1.2061632159892383e+01 -1.7436827521768356e-02 4.7615864928840956e-02 4.4408718805583379e-03 3.7304077689579695e-01 1.0375030167970134e-01 2.6795592310159522e-01 -3.1099217615555474e+01 1.6506408526631250e+02 1.5652762518606858e+02 4.2513761876674366e-01
5.2599999999999998e+00 6.8150390628334967e-01 1.0055925772935581e+00 1.3608313132591698e-01 2.1742629911007167e+01 -5.2080381279709798e-01 5.6274725479810795e-03 1.8656879030005200e+01 2.4830514761239407e+01 9.6435251601981475e-01 1.2067982346215270e+01 -1.7486748272134266e-02 4.8079298180840370e-02 4.4947102896961341e-03 3.7883662533655704e-01 1.0447319136293352e-01 2.7081760740087202e-01 -3.1045718855356181e+01 1.6260829124780821e+02 1.5652762379536091e+02 4.2512097711896046e-01
5.2799999999999994e+00 6.8116055823279820e-01 1.0062014133176964e+00 1.3602693195443066e-01 2.1548556391919600e+01 -5.5605307710894336e-01 6.1976499249480942e-03 1.8665777328977853e+01 2.4911298829118191e+01 9.6502764045443612e-01 1.1940599593182096e+01 -1.7471336943359929e-02 4.8677597954063193e-02 4.5492457055379635e-03 3.8439313679187359e-01 1.0520735576227251e-01 2.7456865147421861e-01 -3.0713584230972568e+01 1.5466703890104765e+02 1.5652762040770639e+02 4.2511744358367520e-01
5.2999999999999998e+00 6.8183217857993583e-01 1.0058000330987877e+00 1.3630596618355589e-01 2.1531341055779130e+01 -5.6715804912065715e-01 6.2719742712011670e-03 1.8685963133679945e+01 2.4985956378643248e+01 9.6654539287000751e-01 1.1841289096044134e+01 -1.7640813326001432e-02 4.9404675857478084e-02 4.6045752722828626e-03 3.8676830513844163e-01 1.0595036699427103e-01 2.7879435552224807e-01 -3.0448448703602782e+01 1.5161143820856856e+02 1.5652762553918893e+02 4.2511018931625777e-01
5.3200000000000003e+00 6.8010514540542588e-01 1.0043850506604883e+00 1.3597406382724989e-01 2.1320134146319603e+01 -5.2030603021435928e-01 6.4403707289429919e-03 1.8805097927802969e+01 2.5057817766486529e+01 9.6578433514867312e-01 1.1738748027323943e+01 -1.8014724501927613e-02 5.0137857816148081e-02 4.6608269777140346e-03 3.9323516400493791e-01 1.0669979258076297e-01 2.8419877629401546e-01 -2.8257704629407698e+01 1.5447863603755215e+02 1.5652763990326139e+02 4.2509197128766729e-01
5.3399999999999999e+00 6.7911337647875003e-01 1.0044926042159059e+00 1.3576147821201448e-01 2.1259287612051494e+01 -5.6838836387717095e-01 6.3621755302138063e-03 1.8868205269362683e+01 2.5125947742715880e+01 9.6521089420972250e-01 1.1724190428921077e+01 -1.8365586994370079e-02 5.0822947322332744e-02 4.7182540138513245e-03 4.0155898857379874e-01 1.0745749276212191e-01 2.8939926105573416e-01 -2.8969929866224103e+01 1.5385570355392412e+02 1.5652763819929010e+02 4.2506750745845406e-01
5.3600000000000003e+00 6.7907705257562956e-01 1.0050991681653456e+00 1.3560953834093731e-01 2.1180859771163071e+01 -5.8383893854094948e-01 6.7912919818836782e-03 1.8997165216490021e+01 2.5188580028219668e+01 9.6644204406537948e-01 1.1752368361250337e+01 -1.8650554785481631e-02 5.1555723863723313e-02 4.7765985749800063e-03 4.0602007879367580e-01 1.0822329440331592e-01 2.9477033137447872e-01 -3.0282423173481515e+01 1.5192980985032548e+02 1.5652760725391678e+02 4.2504004476147228e-01
5.3799999999999999e+00 6.8191619415133675e-01 1.0058574782380820e+00 1.3610771865727589e-01 2.1181144580324816e+01 -6.5645472290211726e-01 5.5983080446869744e-03 1.9068252432589830e+01 2.5248512714012907e+01 9.6621701173910479e-01 1.1773909223533574e+01 -1.9041922942408245e-02 5.2009009741167248e-02 4.8361898238768915e-03 4.0863193308067436e-01 1.0899473739823307e-01 3.0081415630599340e-01 -3.1979222319576959e+01 1.5504033795761035e+02 1.5652760887334497e+02 4.2500163923410272e-01
5.4000000000000004e+00 6.8108876767294357e-01 1.0060574020011539e+00 1.3585263023212871e-01 2.1059220323762666e+01 -6.4623914471960398e-01 6.1549024967013019e-03 1.9175504284198421e+01 2.5303989603969125e+01 9.6456093310242719e-01 1.1675452230203595e+01 -1.9328038434307210e-02 5.2140335030820092e-02 4.8968646626198166e-03 4.1676529945891566e-01 1.0977383796982026e-01 3.0592987830575052e-01 -2.8949198921425854e+01 1.5377121986857975e+02 1.5652762805153890e+02 4.2495125947260554e-01
5.4199999999999999e+00 6.8029019814245084e-01 1.0060980208205368e+00 1.3571348089462967e-01 2.0935065515568091e+01 -7.2230026563794958e-01 5.8745555633996829e-03 1.9159350332772394e+01 2.5352942757308032e+01 9.6296028545963663e-01 1.1580255693359961e+01 -1.9376413630160454e-02 5.2518588822962856e-02 4.9584287398354134e-03 4.2313293171263711e-01 1.1056215375534746e-01 3.0855051400591293e-01 -2.9852226437782530e+01 1.4617718609510337e+02 1.5652761777365436e+02 4.2491663399306434e-01
5.4399999999999995e+00 6.7906875564337210e-01 1.0050585805626917e+00 1.3550003894361162e-01 2.0951815179113112e+01 -7.0416574448171620e-01 6.6496787538660364e-03 1.9128298935438238e+01 2.5393944133401813e+01 9.6507399791131876e-01 1.1630134776271971e+01 -1.9496406757061178e-02 5.3140568068744246e-02 5.0202781947144030e-03 4.2797800916311107e-01 1.1136139066860976e-01 3.1076103310979358e-01 -2.9493076972009479e+01 1.5009829534346864e+02 1.5652760637876901e+02 4.2491366131141478e-01
5.4600000000000000e+00 6.7966892229426679e-01 1.0053183574014140e+00 1.3558059480055348e-01 2.0949569384464304e+01 -7.2079860086861314e-01 7.4837116278744144e-03 1.9214895788905640e+01 2.5429303985831684e+01 9.6697098868129272e-01 1.1679390821250285e+01 -1.9490115842510997e-02 5.4015616717108049e-02 5.0829768470193725e-03 4.3496059849021196e-01 1.1217156659296758e-01 3.1762208965508615e-01 -3.0709804106582233e+01 1.4981725331682836e+02 1.5652759851124182e+02 4.2492074954300108e-01
5.4799999999999995e+00 6.7941675173691396e-01 1.0051930840342076e+00 1.3567602963946976e-01 2.1216291385404638e+01 -7.2006108873736785e-01 5.4322750071656087e-03 1.9214204341214028e+01 2.5463616246739317e+01 9.6763926402207778e-01 1.1693407553044537e+01 -1.9684557195577178e-02 5.4548027219687788e-02 5.1474230406279879e-03 4.4171146718672427e-01 1.1299023025995750e-01 3.2588564557676653e-01 -2.8462494349368750e+01 1.5940495183839093e+02 1.5652760230293134e+02 4.2490872814986469e-01
5.5000000000000000e+00 6.7769936599570924e-01 1.0046994088897256e+00 1.3532547458113425e-01 2.1083757367969547e+01 -7.3042717780327704e-01 5.8211648638846437e-03 1.9242835989003890e+01 2.5496763573765751e+01 9.6526780304449256e-01 1.1634063700556840e+01 -1.9775688895118555e-02 5.4708703248591409e-02 5.2132944919718741e-03 4.5235569350647054e-01 1.1381642229350086e-01 3.3343967167986516e-01 -2.8348761257580453e+01 1.5141089083530591e+02 1.5652763718965969e+02 4.2487361804986534e-01
5.5200000000000005e+00 6.7870115427808186e-01 1.0049911953407837e+00 1.3553345412923998e-01 2.1026896510283535e+01 -7.9141589530636347e-01 6.7569438966131297e-03 1.9240612523469601e+01 2.5523547240585660e+01 9.6530166488427038e-01 1.1629455942975166e+01 -1.9830562804866704e-02 5.4941505791312704e-02 5.2806938049501694e-03 4.6210347233264265e-01 1.1465140251764958e-01 3.3914366005175928e-01 -3.0370926121820592e+01 1.5292221882876407e+02 1.5652765881964845e+02 4.2484039138839225e-01
5.5400000000000000e+00 6.7736120574542036e-01 1.0053506046108547e+00 1.3530500290158962e-01 2.0823157538116714e+01 -7.1708124432110620e-01 6.7117474780501755e-03 1.9342082226457531e+01 2.5544823922207165e+01 9.6585801070259214e-01 1.1529834089569349e+01 -2.0239886775820705e-02 5.4892094992891313e-02 5.3488877495651791e-03 4.6124549427239458e-01 1.1549269518438790e-01 3.4360281584610836e-01 -3.0461085705502843e+01 1.5362856315424764e+02 1.5652761381893987e+02 4.2481832266261349e-01
5.5600000000000005e+00 6.7895065834821489e-01 1.0058170963048567e+00 1.3558439119485080e-01 2.1037856537908660e+01 -7.3016745141953643e-01 6.8570909175112741e-03 1.9246216195492138e+01 2.5560948428607315e+01 9.6580347192191562e-01 1.1542790831603577e+01 -2.0438598109959016e-02 5.4981313769282461e-02 5.4182243172501976e-03 4.6952915643542370e-01 1.1633607595381071e-01 3.4960095273197556e-01 -2.7671229851554742e+01 1.5245266594541226e+02 1.5652759133438570e+02 4.2479903590275669e-01
5.5800000000000001e+00 6.8023509546925465e-01 1.0054216176242292e+00 1.3582868971031825e-01 2.1325032762647201e+01 -7.0841584935979651e-01 6.4708598902877123e-03 1.9318317711701702e+01 2.5572382805831527e+01 9.6685422045117930e-01 1.1578883808685564e+01 -2.0651353883512968e-02 5.4482545266148971e-02 5.4888918323414424e-03 4.8000158908346979e-01 1.1718958708218369e-01 3.5861941207190812e-01 -2.9807898008374174e+01 1.5935286426954821e+02 1.5652759571723863e+02 4.2477828906819165e-01
5.5999999999999996e+00 6.8009620352408473e-01 1.0053074647077651e+00 1.3583238460759114e-01 2.1273429636660193e+01 -7.1869691149426895e-01 6.1189156109155464e-03 1.9297703073452706e+01 2.5581788904889788e+01 9.6661566329321769e-01 1.1764917028182987e+01 -2.0933679705532865e-02 5.4615796170490880e-02 5.5616841806035182e-03 4.9096816071668586e-01 1.1805397906217240e-01 3.6781672986013991e-01 -2.7272213988668003e+01 1.6104502286699235e+02 1.5652760080877667e+02 4.2474079558266437e-01
5.6200000000000001e+00 6.7913089913256686e-01 1.0047312761701968e+00 1.3570032946046245e-01 2.1320283480534822e+01 -7.5669304813864102e-01 6.8490077272680304e-03 1.9334966985564190e+01 2.5588854391365313e+01 9.6532363365251139e-01 1.1656950933696425e+01 -2.1133520138263868e-02 5.4824455132243842e-02 5.6358800674191547e-03 4.9559870279770585e-01 1.1892471179419196e-01 3.7409269123191574e-01 -2.8466365107701936e+01 1.6053594682377727e+02 1.5652759778191447e+02 4.2470495250680040e-01
5.6399999999999997e+00 6.8012176567547999e-01 1.0056025657222356e+00 1.3593008595065234e-01 2.1359920563077768e+01 -7.5921656320735853e-01 7.7764147081933604e-03 1.9348189914303060e+01 2.5593168838873702e+01 9.6579502267338069e-01 1.1697291605152433e+01 -2.1297333992469532e-02 5.5051883857682352e-02 5.7113700462075720e-03 5.0739640048806944e-01 1.1979750009261612e-01 3.8156469981422259e-01 -3.0098684945134607e+01 1.5952393030701876e+02 1.5652759003448784e+02 4.2468366166887833e-01
5.6600000000000001e+00 6.8024164639005191e-01 1.0067392313120422e+00 1.3600767758762339e-01 2.0963620120803153e+01 -7.8983960189480240e-01 7.0308440771247012e-03 1.9287113527179038e+01 2.5594798455398145e+01 9.6779857115911427e-01 1.1580232473720244e+01 -2.1450308810649413e-02 5.5248188571191556e-02 5.7885562982172767e-03 5.1827325289859250e-01 1.2068320825280340e-01 3.8995615845252879e-01 -2.8734399096015622e+01 1.5853762098780538e+02 1.5652757843801680e+02 4.2467009807415407e-01
5.6799999999999997e+00 6.7802937302703881e-01 1.0070539900878706e+00 1.3563079412137086e-01 2.0956368907330940e+01 -8.8029270876635057e-01 5.8261056927939037e-03 1.9278503670190002e+01 2.5594427517220879e+01 9.6655862109072377e-01 1.1590131160537549e+01 -2.1682642782482300e-02 5.5298485912808240e-02 5.8673387474343867e-03 5.2503724495058723e-01 1.2157702985784130e-01 3.9795344758490864e-01 -2.7639330259415082e+01 1.5324678418826738e+02 1.5652760146970320e+02 4.2464539657845307e-01
5.7000000000000002e+00 6.7943461991648968e-01 1.0055036947301337e+00 1.3567965747878805e-01 2.0939792958450369e+01 -8.3682328068076306e-01 7.8345134692738329e-03 1.9228057318978003e+01 2.5591193767266532e+01 9.6572848236758524e-01 1.1487906208426814e+01 -2.2312767982945819e-02 5.5474858596241683e-02 5.9477348969475810e-03 5.3661887925075547e-01 1.2247495654626146e-01 4.0589311461614486e-01 -2.6974473618543716e+01 1.5588158466111582e+02 1.5652764651736558e+02 4.2462519311243474e-01
5.7200000000000006e+00 6.8081184466170475e-01 1.0043889394316032e+00 1.3604041166211836e-01 2.0706194268829147e+01 -8.1960109267023828e-01 7.4560845415915164e-03 1.9215272168582715e+01 2.5582990927825115e+01 9.6703655688114576e-01 1.1658659354563149e+01 -2.3052358156650379e-02 5.5527745390456039e-02 6.0297105618462125e-03 5.4593911610872259e-01 1.2337779117984521e-01 4.1394779813483368e-01 -2.9165433159840703e+01 1.5548758445100520e+02 1.5652763854491477e+02 4.2461865939709825e-01
5.7400000000000002e+00 6.8179636208228256e-01 1.0047626228158264e+00 1.3612054489398448e-01 2.0692391211675279e+01 -8.8820175121846867e-01 6.9420782135210827e-03 1.9144521058419112e+01 2.5573521106103396e+01 9.6875176473178493e-01 1.1560921049342856e+01 -2.3327274044402817e-02 5.5730519133799936e-02 6.1133873384331561e-03 5.5119562086276974e-01 1.2428788197738928e-01 4.2300024681468790e-01 -2.8073781300578570e+01 1.5303629154796278e+02 1.5652761933223786e+02 4.2461174357883491e-01
5.7599999999999998e+00 6.8175120019679736e-01 1.0053824061778618e+00 1.3625017182561996e-01 2.0257209705387218e+01 -8.3763985875384939e-01 7.7995725432524962e-03 1.9067438563534317e+01 2.5564346498296032e+01 9.6936035049737990e-01 1.1379052202886482e+01 -2.3774306145032988e-02 5.6470800730766303e-02 6.1990835637953665e-03 5.6325966006690098e-01 1.2520122836580691e-01 4.3516766267754209e-01 -2.7381033394894605e+01 1.5255864908858294e+02 1.5652759122115643e+02 4.2458579862678791e-01
5.7799999999999994e+00 6.8064059362386087e-01 1.0056076197273407e+00 1.3602545265024629e-01 2.0357727205528548e+01 -8.1233714886581454e-01 6.1554521290277942e-03 1.9002682432287390e+01 2.5556739504259664e+01 9.6791459234283428e-01 1.1399728701230924e+01 -2.4107763528967780e-02 5.7047821858709921e-02 6.2875183201855948e-03 5.7839045480508700e-01 1.2612104096237586e-01 4.4874752819841945e-01 -2.9154912630790598e+01 1.5302037888345072e+02 1.5652757262320918e+02 4.2453346183261048e-01
5.7999999999999998e+00 6.8297841989307306e-01 1.0063316860415319e+00 1.3662937999815777e-01 2.0226380870737525e+01 -8.8961851189428176e-01 6.2580441603325900e-03 1.8959566246020312e+01 2.5550959130193782e+01 9.6644089669239897e-01 1.1328038968999092e+01 -2.4588322333799546e-02 5.7188808108870504e-02 6.3783560254396018e-03 5.8870367189345829e-01 1.2704415761442392e-01 4.5830412638390450e-01 -2.9484786591135080e+01 1.6157850975668921e+02 1.5652756877022262e+02 4.2446821346219060e-01
5.8200000000000003e+00 6.8271061427939927e-01 1.0064027537073950e+00 1.3647243990350075e-01 2.0575049806872421e+01 -8.6311983216933041e-01 7.6558672544391939e-03 1.8933138391148486e+01 2.5542886029853118e+01 9.6551946655134702e-01 1.1379422494760602e+01 -2.4914631296627118e-02 5.7260087963779537e-02 6.4705729639108070e-03 5.9473685132502652e-01 1.2796990294979757e-01 4.6265319537214977e-01 -2.9935669425751666e+01 1.6460067571308792e+02 1.5652757367799842e+02 4.2442801766619703e-01
5.8399999999999999e+00 6.8387472833219964e-01 1.0070418592785924e+00 1.3664520420019205e-01 2.0157525148414159e+01 -7.7973586748476287e-01 8.1862535065663176e-03 1.8993751651595939e+01 2.5530317801399086e+01 9.6705603548067520e-01 1.1342696240958553e+01 -2.5447948532408022e-02 5.7387673017520978e-02 6.5635908102757278e-03 6.0884592368334745e-01 1.2890436436268299e-01 4.7043438079486949e-01 -2.9270219436309162e+01 1.6110001099384442e+02 1.5652756612092216e+02 4.2442147348223536e-01
5.8600000000000003e+00 6.8467006516920048e-01 1.0060958812715179e+00 1.3678954007527772e-01 2.0161632706244127e+01 -8.4381825784609588e-01 7.5236626691122990e-03 1.8954407336309988e+01 2.5519087815255162e+01 9.6898607732113573e-01 1.1339168472087579e+01 -2.5665795643233163e-02 5.7798475287937578e-02 6.6590289299814295e-03 6.1910972121954577e-01 1.2985958759817359e-01 4.8352486133965478e-01 -2.7517858460406519e+01 1.5477446703035764e+02 1.5652758103989845e+02 4.2442007456441266e-01
5.8799999999999999e+00 6.8291908144013758e-01 1.0048192848693713e+00 1.3655217446446427e-01 2.0281969406427685e+01 -8.1358107750312014e-01 6.8191997776991999e-03 1.8848057883690803e+01 2.5512320730343003e+01 9.6679708617182047e-01 1.1462698084358362e+01 -2.6147849638969718e-02 5.8218791997400862e-02 6.7569612400969177e-03 6.3360471883872460e-01 1.3083217356993085e-01 4.9524695593763224e-01 -2.8192034249504577e+01 1.5578326305176802e+02 1.5652761477594782e+02 4.2440426412453652e-01
5.9000000000000004e+00 6.8309026632680969e-01 1.0042247031871310e+00 1.3633010940997797e-01 2.0049542247904107e+01 -8.0780963189495858e-01 9.0290330674007956e-03 1.8781370215322156e+01 2.5504543821421201e+01 9.6835637155302878e-01 1.1324381527610864e+01 -2.6967105809105902e-02 5.8661230146488108e-02 6.8570767352651441e-03 6.4716449685917676e-01 1.3181740581399651e-01 5.0571321577738726e-01 -2.8332238550480177e+01 1.4691694079535705e+02 1.5652762225220067e+02 4.2439007375053583e-01
5.9199999999999999e+00 6.8667276549334200e-01 1.0046440564151056e+00 1.3688877835742302e-01 2.0026104951577988e+01 -8.4730611038251358e-01 8.8470608398682829e-03 1.8756257719513943e+01 2.5497006224865096e+01 9.6954531370183150e-01 1.1391163094936193e+01 -2.7828284052072511e-02 5.9185936872347002e-02 6.9593805582951074e-03 6.5946145068819051e-01 1.3281126906826785e-01 5.1886173812546454e-01 -3.0248536406561417e+01 1.5119660150592247e+02 1.5652763227797632e+02 4.2437253211348891e-01
5.9399999999999995e+00 6.8670459004502227e-01 1.0051410551153654e+00 1.3707980263039493e-01 2.0136043789902686e+01 -8.2113614709784033e-01 7.8939254556412222e-03 1.8811407805443061e+01 2.5493042492217764e+01 9.6889029628805190e-01 1.1342996808916691e+01 -2.8472436428289748e-02 5.9816385225876109e-02 7.0646717577012340e-03 6.6759682370801077e-01 1.3381699695626173e-01 5.3285979545684214e-01 -2.9018820141634837e+01 1.5178594781830390e+02 1.5652761838665040e+02 4.2434022615850198e-01
5.9600000000000000e+00 6.8717047504596440e-01 1.0047013450165723e+00 1.3697784723684489e-01 1.9969681242620680e+01 -8.9762104920469177e-01 8.0142456673946896e-03 1.8858539643284981e+01 2.5490777383919220e+01 9.6807568311209025e-01 1.1350348080605363e+01 -2.8788115981416163e-02 6.0537422779692908e-02 7.1724532480844979e-03 6.8292970420846366e-01 1.3483664099183121e-01 5.4532204434611298e-01 -2.9437252974502179e+01 1.4887660526698437e+02 1.5652758619257023e+02 4.2428893217638269e-01
5.9799999999999995e+00 6.8810184531707441e-01 1.0050108632109367e+00 1.3716778196826052e-01 1.9841058278568390e+01 -8.3121622926045935e-01 9.3263141731406950e-03 1.8887412536475018e+01 2.5488739191296787e+01 9.6690060081911589e-01 1.1304345997420626e+01 -2.9417169699831269e-02 6.1000135781020225e-02 7.2827947444838838e-03 6.9816664217755031e-01 1.3587651269113160e-01 5.5784574510279095e-01 -2.7103539278639033e+01 1.4698227391265391e+02 1.5652756260062796e+02 4.2424116118162730e-01
6.0000000000000000e+00 6.8791397806627397e-01 1.0061224411273666e+00 1.3733871054908370e-01 1.9730194557647661e+01 -7.9352405781086732e-01 7.3851511348802202e-03 1.8896634327361799e+01 2.5490244578916265e+01 9.6813737943447120e-01 1.1184478843238391e+01 -2.9842681520211401e-02 6.1848727869531772e-02 7.3955915461256187e-03 7.1060394585264830e-01 1.3693298489272970e-01 5.6398400820868722e-01 -2.7752064244606593e+01 1.4906400832906178e+02 1.5652754758851171e+02 4.2419596110208813e-01
