TITLE     = "From CRS18: JFM(2018),847,28--70"
VARIABLES = "x"
"Cp_wall"
"Ue_tilde"
"delta_995"
"delta*"
"theta"
"Rtheta"
"gamma_r"
"C_f"
ZONE T="Case B (ref:048md/laix200)"
 -1.099583244E+01 -1.016387995E-02 9.987185597E-01 1.289132088E-01 2.251238562E-02 1.440894138E-02 5.763577271E+02 9.676537011E-04 4.680945538E-03
 -1.098906231E+01 -1.020411309E-02 9.987310767E-01 1.291431189E-01 2.252687700E-02 1.442402694E-02 5.769611206E+02 9.706984274E-04 4.684668034E-03
 -1.098229218E+01 -1.023832615E-02 9.987433553E-01 1.293730438E-01 2.254144847E-02 1.443916932E-02 5.775667725E+02 9.736465872E-04 4.688374698E-03
 -1.097552109E+01 -1.027551945E-02 9.987554550E-01 1.296030283E-01 2.255612239E-02 1.445438527E-02 5.781754150E+02 9.764903225E-04 4.692063667E-03
 -1.096875000E+01 -1.030949410E-02 9.987674356E-01 1.298331469E-01 2.257091179E-02 1.446969062E-02 5.787875977E+02 9.792223573E-04 4.695734940E-03
 -1.096197891E+01 -1.032368001E-02 9.987792969E-01 1.300633997E-01 2.258583345E-02 1.448509656E-02 5.794038086E+02 9.818368126E-04 4.699387122E-03
 -1.095520782E+01 -1.032809075E-02 9.987910986E-01 1.302937567E-01 2.260089666E-02 1.450061146E-02 5.800244141E+02 9.843283333E-04 4.703019280E-03
 -1.094843674E+01 -1.034448203E-02 9.988029003E-01 1.305241436E-01 2.261610702E-02 1.451623999E-02 5.806495361E+02 9.866934270E-04 4.706630483E-03
 -1.094166756E+01 -1.036647614E-02 9.988148212E-01 1.307544708E-01 2.263146825E-02 1.453198306E-02 5.812791748E+02 9.889292996E-04 4.710220732E-03
 -1.093489647E+01 -1.038048323E-02 9.988267422E-01 1.309846342E-01 2.264697663E-02 1.454783604E-02 5.819133301E+02 9.910342051E-04 4.713789560E-03
 -1.092812538E+01 -1.039192732E-02 9.988387823E-01 1.312144995E-01 2.266262285E-02 1.456379145E-02 5.825515747E+02 9.930073284E-04 4.717336036E-03
 -1.092135429E+01 -1.041290816E-02 9.988509417E-01 1.314439178E-01 2.267839760E-02 1.457983628E-02 5.831933594E+02 9.948486695E-04 4.720858764E-03
 -1.091458321E+01 -1.045230683E-02 9.988632202E-01 1.316727698E-01 2.269428596E-02 1.459595840E-02 5.838382568E+02 9.965582285E-04 4.724358208E-03
 -1.090781212E+01 -1.050112303E-02 9.988756180E-01 1.319009364E-01 2.271026745E-02 1.461214013E-02 5.844854736E+02 9.981365874E-04 4.727832042E-03
 -1.090104198E+01 -1.052752789E-02 9.988879561E-01 1.321282983E-01 2.272632346E-02 1.462836377E-02 5.851343994E+02 9.995842120E-04 4.731280729E-03
 -1.089427090E+01 -1.052109059E-02 9.989001751E-01 1.323547959E-01 2.274243720E-02 1.464460883E-02 5.857841797E+02 1.000902150E-03 4.734702874E-03
 -1.088749981E+01 -1.050589141E-02 9.989122748E-01 1.325803846E-01 2.275858447E-02 1.466085948E-02 5.864342041E+02 1.002091100E-03 4.738097545E-03
 -1.088072872E+01 -1.049748715E-02 9.989240170E-01 1.328050792E-01 2.277474850E-02 1.467709895E-02 5.870838623E+02 1.003152225E-03 4.741463345E-03
 -1.087395859E+01 -1.049790438E-02 9.989354610E-01 1.330288947E-01 2.279091254E-02 1.469331421E-02 5.877325439E+02 1.004086575E-03 4.744800273E-03
 -1.086718750E+01 -1.051632222E-02 9.989463091E-01 1.332519054E-01 2.280706726E-02 1.470949594E-02 5.883798218E+02 1.004895894E-03 4.748106934E-03
 -1.086041641E+01 -1.055470761E-02 9.989566803E-01 1.334741712E-01 2.282320149E-02 1.472563669E-02 5.890254517E+02 1.005582511E-03 4.751382396E-03
 -1.085364628E+01 -1.060167607E-02 9.989663959E-01 1.336958110E-01 2.283931151E-02 1.474173460E-02 5.896693726E+02 1.006149454E-03 4.754626192E-03
 -1.084687519E+01 -1.064512786E-02 9.989754558E-01 1.339169741E-01 2.285539731E-02 1.475779060E-02 5.903116455E+02 1.006600680E-03 4.757838324E-03
 -1.084010410E+01 -1.066831406E-02 9.989838004E-01 1.341377497E-01 2.287146449E-02 1.477381028E-02 5.909523926E+02 1.006941660E-03 4.761016928E-03
 -1.083333302E+01 -1.066652592E-02 9.989913702E-01 1.343583167E-01 2.288752235E-02 1.478980202E-02 5.915920410E+02 1.007178798E-03 4.764162935E-03
 -1.082656288E+01 -1.066509541E-02 9.989982843E-01 1.345787197E-01 2.290358581E-02 1.480577886E-02 5.922310791E+02 1.007320127E-03 4.767274484E-03
 -1.081979179E+01 -1.068428811E-02 9.990046024E-01 1.347990632E-01 2.291966975E-02 1.482175477E-02 5.928700562E+02 1.007375424E-03 4.770351574E-03
 -1.081302071E+01 -1.071349438E-02 9.990103245E-01 1.350194365E-01 2.293579467E-02 1.483774558E-02 5.935096436E+02 1.007355517E-03 4.773393739E-03
 -1.080624962E+01 -1.073548850E-02 9.990156293E-01 1.352398545E-01 2.295197546E-02 1.485376619E-02 5.941505127E+02 1.007272862E-03 4.776401445E-03
 -1.079947853E+01 -1.074907836E-02 9.990206361E-01 1.354603171E-01 2.296823449E-02 1.486983523E-02 5.947933350E+02 1.007141080E-03 4.779375158E-03
 -1.079270744E+01 -1.076630410E-02 9.990254641E-01 1.356808245E-01 2.298459038E-02 1.488596573E-02 5.954385376E+02 1.006974839E-03 4.782313481E-03
 -1.078593731E+01 -1.079032477E-02 9.990303516E-01 1.359013170E-01 2.300106175E-02 1.490217075E-02 5.960867920E+02 1.006789273E-03 4.785216879E-03
 -1.077916718E+01 -1.080069598E-02 9.990353584E-01 1.361217350E-01 2.301766165E-02 1.491846237E-02 5.967384033E+02 1.006600098E-03 4.788084887E-03
